gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,512_1,512_2,512_3
b2066,TI83333S002002,CDS,uridine kinase,"catalyzes the formation of uridine monophosphate or cytidine monophosphate from uridine or cytidine and ATP; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,2140331-2141026,b2066,11.19939689,11.50544018,11.07270759,11.70831764,11.20291957,11.0095595
b2067,TI83333S002003,CDS,putative sensor-type protein,putative sensory transducing histidine kinase; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2141290-2144607,b2067,10.58842746,10.62230893,10.29927281,10.76745037,10.69478892,10.40350303
b2068,TI83333S002004,CDS,"3-methyl-adenine DNA glycosylase II, inducible",go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281],"Escherichia coli K12, complete genome.",NC_000913,2144716-2145564,b2068,10.32799763,10.20761922,10.39406021,10.54864184,10.75990612,10.71019229
b2069,TI83333S002005,CDS,putative heat shock protein,EcoGene suggests alternate start codon; putative heat shock protein (Hsp70 family); go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2145635-2147050,b2069,9.644401868,9.745374312,9.445741043,9.875441082,9.795605791,9.243910713
b2070,TI83333S002006,CDS,putative chaperonin,unknown CDS,"Escherichia coli K12, complete genome.",NC_000913,2147063-2149009,b2070,8.588855555,8.440626286,8.552098225,8.73618606,8.736325046,8.7721199
b2071,TI83333S002007,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,2149209-2149670,b2071,8.815525735,8.595171391,8.703842646,8.884451442,8.923783361,9.051561577
b2072,TI83333S002008,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2149735-2150496,b2072,8.784681175,8.619805848,8.605431345,8.805669374,8.790522777,8.738698964
b2073,TI83333S002009,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2150493-2151152,b2073,6.690526147,6.621946197,6.722308114,6.769368328,6.832707221,6.682682611
b2074,TI83333S002010,CDS,membrane protein inolved in drug resistance,EcoGene suggests alternate start codon; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2151893-2153287,b2074,9.455538065,9.396777406,9.441956336,9.365795968,9.395722791,9.426169386
b2075,TI83333S002011,CDS,multidrug transport protein (RND family),go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,2153287-2156409,b2075,8.603038737,8.718254951,8.558307824,8.925580818,8.757234695,8.443211714
b2076,TI83333S002012,CDS,"multidrug transport protein, outer membrane (RND family)",go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,2156410-2159487,b2076,9.992598976,9.916685531,9.824619702,10.08156356,10.2004947,9.992906279
b2077,TI83333S002013,CDS,multidrug transport protein (MFS family),putative transport protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2159488-2160903,b2077,9.263364555,9.323925979,9.163924388,9.348058865,9.521122732,9.235338471
b2078,TI83333S002014,CDS,sensor protein (for BaeR),sensory histidine kinase in two-component regulatory system wtih BaeR; go_component: inner membrane [goid 0019866]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2160900-2162303,b2078,9.190478916,9.206326651,9.222193479,9.423329334,9.402909347,9.399172154
b2079,TI83333S002015,CDS,response regulator in two-component regulatory system with BaeS (OmpR family),transcriptional response regulatory protein (sensor BaeS); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2162300-2163022,b2079,11.91204656,11.89791176,12.11190392,12.38433124,12.47574603,12.55143925
b2080,TI83333S002016,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2163174-2163545,b2080,13.0015579,12.51186136,13.31949924,12.28534914,12.56973739,12.79689178
b2081,TI83333S002017,CDS,putative protease,,"Escherichia coli K12, complete genome.",NC_000913,2163692-2165053,b2081,10.63693596,11.09227404,10.44536538,10.93549639,10.34353547,10.34154932
b2082,TI83333S002018,CDS,prophage P2 ogr protein,prophage P2; transcriptional activator for bacteriophage P2 late genes,"Escherichia coli K12, complete genome.",NC_000913,2165326-2165544,b2082,10.56425489,10.51247527,10.99002598,10.7524735,11.027851,11.10560405
b2083,TI83333S002019,CDS,putative phage protein (D protein),EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2165626-2165772,b2083,10.3271408,10.04050863,10.02676853,10.35871658,10.35988775,10.39763068
b2084,TI83333S002020,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,2165759-2166025,b2084,10.63667401,10.40734244,10.49360416,10.74165201,10.7217413,10.84851913
b2085,TI83333S002021,CDS,unknown CDS,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2166013-2166390,b2085,11.50603198,11.08887733,11.24992869,11.48493298,11.53866114,11.72763336
b2086,TI83333S002022,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2166736-2167635,b2086,11.7258973,11.49377246,11.74945947,11.17918244,11.46511375,11.25751796
b2091,TI83333S002023,CDS,galactitol-1-phosphate dehydrogenase,"galactitol-1-phosphate dehydrogenase, NAD-binding; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2169857-2170897,b2091,14.04795581,14.13331954,13.98559007,13.57490378,13.50661283,13.88081572
b2092,TI83333S002024,CDS,"PTS family enzyme IIC, galactitol-specific",PTS system galactitol-specific enzyme IIC; go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2170945-2172300,b2092,15.55452192,15.45783824,15.47682331,14.91528246,15.10099317,15.40548022
b2093,TI83333S002025,CDS,"PTS family enzyme IIB, galactitol-specific",galactitol-specific enzyme IIB of phosphotransferase system; go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2172304-2172588,b2093,15.39653957,15.33767943,15.2465929,14.66680642,14.7716409,15.22270748
b2094,TI83333S002026,CDS,"PTS family enzyme IIA, galactitol-specific",galactitol-specific enzyme IIA of phosphotransferase system; go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2172619-2173071,b2094,15.49103391,15.30902542,15.0543643,14.63872942,14.64074455,15.19000828
b2095,TI83333S002027,CDS,putative tagatose 6-phosphate kinase 1,"tagatose 6-phosphate aldolase 2, subunit with GatY; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2173081-2174343,b2095,16.43883019,16.19204841,16.28560215,16.02707032,16.03714627,16.49165692
b2096,TI83333S002028,CDS,"tagatose 1,6-diphosphate aldolase",catalyzes the formation of dihydroxyacetone phosphate and glyceraldehyde phospthate from tagatose 1.6-bisphosphate; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2174372-2175232,b2096,16.503216,16.29685916,16.49987246,16.35249084,16.18586876,16.61922092
b2097,TI83333S002029,CDS,fructose-bisphosphate aldolase,"catalyzes the formation of glycerone phosphate and D-glyceraldehyde 3-phosphate from D-fructose 1,6-bisphosphate; go_process: glycolysis [goid 0006096]","Escherichia coli K12, complete genome.",NC_000913,2175534-2176658,b2097,14.96492367,14.7149195,15.05403388,14.28995869,14.61639966,14.4453056
b2098,TI83333S002030,CDS,putative nucleoside permease protein,putative transport protein (MFS family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2176843-2178120,b2098,9.736717258,9.789533211,9.754106456,9.85062495,9.941434118,9.947007916
b2099,TI83333S002031,CDS,putative glycohydrolase,,"Escherichia coli K12, complete genome.",NC_000913,2178117-2179121,b2099,10.41601787,10.42071537,10.31771629,10.58101345,10.6150656,10.42619398
b2100,TI83333S002032,CDS,putative kinase,putative sugar kinase,"Escherichia coli K12, complete genome.",NC_000913,2179118-2180083,b2100,8.84983726,8.78626269,8.730130256,8.896365358,9.152208917,8.913713893
b2101,TI83333S002033,CDS,putative transcriptional regulator,putative transcriptional repressor; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2180057-2180803,b2101,11.17909079,11.17188221,11.42574989,11.64898465,11.74440175,11.84935975
b2102,TI83333S002034,CDS,putative hydrolase,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2180855-2181682,b2102,11.3123363,11.25188376,11.09939073,11.53050981,11.42260256,11.43865113
b2103,TI83333S002035,CDS,phosphomethylpyrimidine kinase,catalyzes the formation of 4-amino-2-methyl-5-diphosphomethylpyrimidine; go_process: thiamin biosynthesis [goid 0009228],"Escherichia coli K12, complete genome.",NC_000913,2181738-2182538,b2103,11.6768139,11.85055514,11.54795469,12.3432261,12.16117816,11.72053516
b2104,TI83333S002036,CDS,hydroxyethylthiazole kinase,catalyzes the formation of 4-methyl-5-(2-phosphoethyl)-thiazole and ADPfrom 4-methyl-5-(2-hydroxyethyl)-thiazole and ATP; go_process: thiamin biosynthesis [goid 0009228],"Escherichia coli K12, complete genome.",NC_000913,2182535-2183323,b2104,13.29793882,13.35153199,13.09752395,13.74373276,13.67129399,13.18688563
b2105,TI83333S002037,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2183546-2183818,b2105,12.04553806,11.94343008,11.95049548,12.31021245,12.33908372,12.37018932
b2106,TI83333S002038,CDS,putative transmembrane protein,,"Escherichia coli K12, complete genome.",NC_000913,2183939-2184763,b2106,9.967491027,9.899747567,9.882435774,10.33500352,10.36521903,10.42612442
b2107,TI83333S002039,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,2184802-2185320,b2107,11.35043187,11.25159236,11.35110305,11.67634489,11.60370799,11.66746549
b2108,TI83333S002040,CDS,putative type-1 fimbrial protein,,"Escherichia coli K12, complete genome.",NC_000913,2185402-2186436,b2108,7.322637824,7.206120909,7.199522608,7.223195049,7.303618289,7.330522522
b2109,TI83333S002041,CDS,putative outer membrane protein,go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,2186452-2188932,b2109,7.953141036,7.937264048,7.887194539,7.986740208,8.055878904,7.997215134
b2110,TI83333S002042,CDS,putative chaperone,putative periplasmic chaperone protein; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2188948-2189667,b2110,8.24531566,7.923648019,7.963734796,8.176931441,8.259897664,8.158374705
b2111,TI83333S002043,CDS,putative fimbrial-like protein,go_component: fimbria [goid 0009289],"Escherichia coli K12, complete genome.",NC_000913,2189702-2190244,b2111,9.397466643,9.013890269,9.108799739,9.585987638,9.568677389,9.940049524
b2112,TI83333S002044,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2190537-2190818,b2112,11.88206114,11.39938212,12.21380303,10.92577459,11.40330831,11.53521085
b2113,TI83333S002045,CDS,putative ATP-binding protein,EcoGene suggests alternate start codon; putative ATPase,"Escherichia coli K12, complete genome.",NC_000913,2191081-2192220,b2113,14.20338275,14.06678912,14.23605524,14.50511658,14.71386609,14.54918801
b2114,TI83333S002046,CDS,methionyl-tRNA synthetase,Required for both initiation of translation and elongation of protein synthesis; go_component: cytoplasm [goid 0005737]; go_process: amino acid activation [goid 0006418],"Escherichia coli K12, complete genome.",NC_000913,2192322-2194355,b2114,13.07475445,13.44003163,13.12572896,13.7092104,13.48219011,13.32314726
b2118,TI83333S002047,CDS,putative regulator,,"Escherichia coli K12, complete genome.",NC_000913,2198301-2201933,b2118,7.76361294,7.64395911,7.627067921,7.787687173,7.803313456,7.868792378
b2119,TI83333S002048,CDS,"putative transport protein (ABC superfamily, atp_bind)",EcoGene suggests alternate start codon; go_function: ATP-binding cassette (ABC) transporter activity [goid 0004009],"Escherichia coli K12, complete genome.",NC_000913,2202552-2203706,b2119,7.720673922,7.569331011,7.584325793,7.715721072,7.748960425,7.772436345
b2120,TI83333S002049,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2203717-2205996,b2120,8.854071111,8.83829154,8.687839947,8.997100382,9.086452029,9.044106743
b2121,TI83333S002050,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2205989-2207125,b2121,9.52756248,9.344448475,9.381031218,9.538573043,9.595823929,9.586946586
b2122,TI83333S002051,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2207098-2208966,b2122,8.895555594,8.762044435,8.733198362,8.933588972,9.007913698,8.945448361
b2123,TI83333S002052,CDS,putative lipoprotein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2209235-2209708,b2123,6.735969421,6.705895099,6.734890217,6.848468003,6.810316828,6.898860683
b2124,TI83333S002053,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2209748-2210218,b2124,12.01305369,11.90324654,11.84884869,12.24372384,12.38795311,12.15886561
b2125,TI83333S002054,CDS,putative response regulator in two-compoent regulatory system,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2210265-2210999,b2125,11.86812058,11.84991039,11.81064378,11.92022889,11.91276731,12.08151294
b2126,TI83333S002055,CDS,putative 2-component sensor protein,putative sensory kinase in two-component regulatory system; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2210981-2212666,b2126,10.63351372,10.80331584,10.60746266,10.82730645,10.71701021,10.75829013
b2127,TI83333S002056,CDS,putative transcriptional regulator,transcriptional regulator of curli and extracellular matrix synthesis (MerR family); go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2212888-2213619,b2127,11.41029851,11.28278151,11.60935547,10.70997014,10.90650956,10.73078831
b2128,TI83333S002057,CDS,"putative glycine/betaine/choline transport protein, osmoprotection (ABC superfamily, membrane)",putative transport system permease protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2213767-2214498,b2128,14.21188756,13.94616593,13.97651755,13.94465985,14.09828091,13.95839391
b2129,TI83333S002058,CDS,putative ATP-binding component of a transport system,"putative glycine/betaine/choline transport protein, osmoprotection (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,2214503-2215429,b2129,12.29442244,12.33522477,12.1039412,12.00337359,12.04443898,11.69067699
b2130,TI83333S002059,CDS,"putative glycine/betaine/choline transport protein, osmoprotection (ABC superfamily, membrane)",putative transport system permease protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2215422-2216579,b2130,11.79355811,11.84055141,11.68727891,11.50633182,11.55370043,11.280787
b2131,TI83333S002060,CDS,"putative glycine/betaine/choline transport protein, osmoprotection (ABC superfamily, peri_bind)",putative transport system permease protein; go_component: periplasmic space [goid 0042597],"Escherichia coli K12, complete genome.",NC_000913,2216586-2217503,b2131,12.57330789,12.58712778,12.58073347,12.14524712,12.39038821,12.15193161
b2132,TI83333S002061,CDS,"beta-D-glucoside glucohydrolase, periplasmic",go_component: periplasmic space [goid 0042597]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2217714-2220011,b2132,11.94473316,11.91355099,11.88000867,12.29683843,12.46039457,12.37121053
b2133,TI83333S002062,CDS,"D-lactate dehydrogenase, FAD protein, NADH independent","D-lactate dehydrogenase, NADH-independent, FAD-binding domain; go_component: cytoplasm [goid 0005737]; go_function: electron donor activity [goid 0009053]; go_process: aerobic respiration [goid 0009060]","Escherichia coli K12, complete genome.",NC_000913,2220207-2221922,b2133,12.99605622,12.95547466,13.02176712,13.16183476,13.14891997,13.38668028
b2134,TI83333S002063,CDS,D-alanyl-D-alanine endopeptidase; penicillin-binding proteins 7 and 8,EcoGene suggests alternate start codon; penicillin-binding protein 7; go_component: periplasmic space [goid 0042597]; go_process: peptidoglycan biosynthesis [goid 0009252]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,2221960-2222901,b2134,11.3426213,11.34273045,11.51162447,11.28637409,11.35958937,11.35219579
b2135,TI83333S002064,CDS,putative transport protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2223066-2223677,b2135,10.18373576,9.912773464,10.67322615,9.919414449,10.34649962,10.40252018
b2136,TI83333S002065,CDS,putative integral membrane protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2223787-2224401,b2136,12.49995283,12.29340946,12.53561033,12.36231027,12.54677542,12.27447172
b2137,TI83333S002066,CDS,oxidoreductase,,"Escherichia coli K12, complete genome.",NC_000913,2224531-2225292,b2137,11.74272414,11.29389197,11.71863204,11.26209589,11.63378582,11.60072803
b2138,TI83333S002067,CDS,putative channel/filament proteins,putative outer membrane protein,"Escherichia coli K12, complete genome.",NC_000913,2225345-2226541,b2138,9.150955706,9.08270256,9.04921258,9.253917303,9.340646549,9.268987298
b2139,TI83333S002068,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,2226571-2226861,b2139,9.377359458,9.307338715,9.196345864,9.453272306,9.595787112,9.395394414
b2140,TI83333S002069,CDS,"conserved protein, FMN-linked",putative regulator protein,"Escherichia coli K12, complete genome.",NC_000913,2227460-2228407,b2140,10.43126147,10.43275418,10.2217806,10.49482875,10.48661421,10.30843622
b2141,TI83333S002070,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2228646-2229044,b2141,10.58823364,10.87255559,10.53917651,11.58987057,11.93618377,11.80261714
b2142,TI83333S002071,CDS,putative seritonin transporter,putative transmembrane protein,"Escherichia coli K12, complete genome.",NC_000913,2229041-2229736,b2142,9.294666868,9.246399805,9.615622577,9.753719379,10.28619798,10.09755348
b2143,TI83333S002072,CDS,cytidine deaminase,"Reclaims exogenous and endogenous cytidine and 2'-deoxycytidine molecules for UMP synthesis; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,2229866-2230750,b2143,11.14978015,11.12428662,11.333049,11.66718977,11.93883701,11.85226814
b2144,TI83333S002073,CDS,vancomycin sensitivity,"vancomycin sensitivity, putative oxidoreductase; go_process: response to drug [goid 0042493]","Escherichia coli K12, complete genome.",NC_000913,2230900-2231619,b2144,7.042932891,7.226192498,7.347415592,6.969228103,6.853114463,6.956898547
b2145,TI83333S002074,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,2231622-2231861,b2145,9.521808956,9.637494998,9.741901855,9.429782266,9.226038442,9.302456091
b2146,TI83333S002075,CDS,bifunctional: putative glutamate synthase (N-terminal); putative oxidoreductase (C-terminal),putative oxidoreductase,"Escherichia coli K12, complete genome.",NC_000913,2232055-2233293,b2146,8.394406337,8.372088311,8.452689598,8.371529515,8.460429255,8.767508739
b2147,TI83333S002076,CDS,dihydropyrimidine dehydrogenase,"Catalyzes the first step in pyrimidine degradation: the NADPH-dependent reduction of uracil and thymine to the corresponding 5,6-dihydropyrimidines","Escherichia coli K12, complete genome.",NC_000913,2233281-2234522,b2147,8.44670998,8.450661769,8.536384483,8.505813007,8.548781799,8.875622584
b2148,TI83333S002077,CDS,beta-methylgalactoside transporter inner membrane component,ABC transporter; functions in galactose transport; part of MglA2C2B transporter complex; go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2234765-2235775,b2148,10.41274802,10.51060243,10.1557627,10.29433394,10.18158874,10.005667
b2149,TI83333S002078,CDS,ATP-binding component of methyl-galactoside transport and galactose taxis,"galactose (methyl-galactoside) transport protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2235791-2237311,b2149,9.346389658,10.01392531,8.804855476,9.077185494,8.640830241,8.592202764
b2150,TI83333S002079,CDS,"galactose transport protein (ABC superfamily, peri_bind)",galactose-binding transport protein; receptor for galactose taxis; go_component: periplasmic space [goid 0042597]; go_process: carbohydrate catabolism [goid 0016052]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2237372-2238370,b2150,9.834423878,10.15018688,9.273075848,9.047003402,8.768234338,8.938129229
b2151,TI83333S002080,CDS,"mgl repressor, galactose operon inducer",transcriptional repressor for galactose utilization (GalR/LacI family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: carbohydrate catabolism [goid 0016052]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2238650-2239690,b2151,9.212140024,9.342575873,8.97140563,9.325974243,9.255033484,9.14989555
b2152,TI83333S002081,CDS,putative flavoprotein,,"Escherichia coli K12, complete genome.",NC_000913,2239832-2240989,b2152,11.9168263,12.10738908,11.7043508,12.52205937,12.15907024,11.92428864
b2153,TI83333S002082,CDS,GTP cyclohydrolase I,"involved in the first step of tetrahydrofolate biosynthesis; catalyzes the formation of formate and 2-amino-4-hydroxy-6-(erythro-1,2, 3-trihydroxypropyl)dihydropteridine triphosphate from GTP and water; forms a homopolymer; go_process: folic acid biosynthesis [goid 0046656]","Escherichia coli K12, complete genome.",NC_000913,2241006-2241674,b2153,14.50852467,14.47929624,14.32423273,15.06571277,14.93966441,14.66851279
b2154,TI83333S002083,CDS,putative esterase,putative esterase .,"Escherichia coli K12, complete genome.",NC_000913,2241932-2242768,b2154,13.3876835,13.42080483,13.48857651,13.67656347,13.7317305,13.75966966
b2155,TI83333S002084,CDS,"outer membrane pore protein, receptor for colicin I, requires TonB",outer membrane receptor for iron-regulated colicin I receptor; porin; requires tonB gene product; go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,2242800-2244791,b2155,12.28877951,12.5043839,12.09478961,13.44755767,12.99583164,13.10155767
b2156,TI83333S002085,CDS,lysine-specific permease,lysine-specific permease (APC family); go_component: inner membrane [goid 0019866]; go_process: lysine biosynthesis via diaminopimelate [goid 0009089],"Escherichia coli K12, complete genome.",NC_000913,2245085-2246554,b2156,13.43020706,14.09695495,13.24927158,14.73900419,14.23099156,13.50679511
b2157,TI83333S002086,CDS,putative transcriptional regulator (LysR familiy),putative transcriptional regulator LYSR-type; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2246759-2247640,b2157,12.29859811,11.91401102,12.52501171,12.21012804,12.55771213,12.56114282
b2158,TI83333S002087,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2247739-2248788,b2158,11.15337568,11.18142897,11.08766413,11.23410691,11.38092172,11.17499197
b2159,TI83333S002088,CDS,endonuclease IV,Assists in DNA repair by cleaving phosphodiester bonds at apurinic or apyrimidinic sites to produce new 5' ends that are base-free deoxyribose 5-phosphate residues; go_process: DNA catabolism [goid 0006308]; go_process: DNA catabolism [goid 0006308]; go_process: response to radiation [goid 0009314],"Escherichia coli K12, complete genome.",NC_000913,2248862-2249719,b2159,12.22191919,12.15440188,12.36249117,12.34451831,12.60493261,12.4705767
b2160,TI83333S002089,CDS,putative (sugar/sugar-nucleotide) kinase,putative kinase,"Escherichia coli K12, complete genome.",NC_000913,2249722-2250810,b2160,12.05218171,11.99090424,12.03310771,12.11440138,12.29182022,12.17385453
b2161,TI83333S002090,CDS,putative pyrimidine nucleoside transporter,putative transport protein (NUP family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2250917-2252167,b2161,9.580671854,9.403775511,9.486261728,9.659703583,9.670983094,9.650303251
b2162,TI83333S002091,CDS,pyrimidine specific nucleoside hydrolase,"ribonucleoside hydrolase 2, pyrimidine-specific, silent","Escherichia coli K12, complete genome.",NC_000913,2252267-2253208,b2162,9.021674458,8.839836614,8.838903081,9.034883197,9.089076847,9.015367079
b2163,TI83333S002092,CDS,stationary phase nitrogen starvation regulator,"transcription regulator with Fe-S center, cAMP-binding; go_process: regulation of transcription, DNA-dependent [goid 0006355]","Escherichia coli K12, complete genome.",NC_000913,2253377-2254036,b2163,8.255674102,8.109100054,8.123772575,8.2508193,8.269754761,8.284827881
b2164,TI83333S002093,CDS,putative transport protein (NUP family),putative transport system permease protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2254107-2255357,b2164,8.547206781,8.471040644,8.649491359,8.835850178,8.900871525,8.793513396
b2165,TI83333S002094,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2255451-2256389,b2165,7.387471185,7.372215348,7.37757186,7.40122921,7.417597125,7.426980835
b2166,TI83333S002095,CDS,putative kinase,putative sugar kinase,"Escherichia coli K12, complete genome.",NC_000913,2256377-2257318,b2166,8.462082612,8.313549606,8.369104778,8.461627338,8.481742795,8.447652499
b2167,TI83333S002096,CDS,"PTS family enzyme IIB'BC, fructose-specific","PTS system, fructose-specific transport protein; go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2257741-2259432,b2167,11.14993347,11.13795106,11.8357964,11.58085721,12.12181637,12.60868221
b2168,TI83333S002097,CDS,1-phosphofructokinase,"converts fructose-1-phosphate and ATP to fructose-1,6-bisphosphate and ADP; highly specific for fructose-1-phopshate; similar to PfkB; forms homodimers; go_process: glycolysis [goid 0006096]","Escherichia coli K12, complete genome.",NC_000913,2259449-2260387,b2168,11.28737869,10.78687472,12.56738826,11.84906407,12.61243882,13.60910616
b2169,TI83333S002098,CDS,"PTS family enzyme IIA (N-terminal); FPr (C-terminal), fructose-specific","PTS system, fructose-specific IIA/fpr component; go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2260387-2261517,b2169,11.37604012,11.35857562,12.68014214,12.853427,13.00313186,13.87210213
b2170,TI83333S002099,CDS,lactose/glucose:proton efflux pump (MFS family),sugar efflux protein; go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2261885-2263066,b2170,9.089996249,9.06455453,9.061939702,9.247904668,9.379983125,9.052732928
b2171,TI83333S002100,CDS,elongation factor P,"Stimulates the peptidyltransferase activity of the 70S ribosome and enhances dipeptide synthesis with N-formylmethionyl-tRNA and puromycin in vitro, suggesting its involvement in the formation of the first peptide bond of a protein; go_process: protein biosynthesis [goid 0006412]","Escherichia coli K12, complete genome.",NC_000913,2263217-2264044,b2171,12.20885598,12.39388869,12.08026212,12.70879171,12.27765697,12.11327405
b2172,TI83333S002101,CDS,putative mannitol dehydrogenase,putative oxidoreductase,"Escherichia coli K12, complete genome.",NC_000913,2264267-2265733,b2172,8.709075205,9.085513928,8.655055607,9.153946589,9.122106831,8.996520438
b2173,TI83333S002102,CDS,putative enzyme,,"Escherichia coli K12, complete genome.",NC_000913,2265851-2266837,b2173,10.60712467,10.81488974,10.49414478,10.77516273,10.60942139,10.4586031
b2174,TI83333S002103,CDS,putative permease,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2266840-2267589,b2174,10.78811322,11.364431,10.42246191,11.06742605,10.51713212,10.19836218
