gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,WT_amox_1,WT_amox_2,WT_amox_3
b2454,TI83333S002372,CDS,ethanolamine utilization; homolog of Salmonella gene,putative ethanolamine utilization protein; go_process: amine catabolism [goid 0009310]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2567523-2568359,b2454,6.573473895,6.506636561,6.523962487,6.526609139,6.510081064,6.545215476
b2455,TI83333S002373,CDS,ethanolamine utilization; similar to acetaldehyde dehydrogenase,putative aldehyde oxidoreductase in ethanolamine utilization; go_process: amine catabolism [goid 0009310],"Escherichia coli K12, complete genome.",NC_000913,2568370-2569773,b2455,8.355519742,8.177297202,8.162927404,8.255052709,8.271908023,8.297207499
b2456,TI83333S002374,CDS,detox protein,detox protein in ethanolamine utilization; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,2569785-2570072,b2456,7.380137399,7.297272427,7.305763246,7.403358655,7.291394747,7.376855629
b2457,TI83333S002375,CDS,detox protein,EcoGene suggests alternate start codon; detox protein in ethanolamine utilization; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,2570179-2570514,b2457,12.47437197,12.3708968,12.36200482,12.43988272,12.36731961,12.52441661
b2458,TI83333S002376,CDS,phosphate acetyltransferase,Catalyses the synthesis of acetylphosphate from acetyl-CoA and inorganic phosphate; go_process: amine catabolism [goid 0009310],"Escherichia coli K12, complete genome.",NC_000913,2570511-2571527,b2458,8.675475298,8.629111799,8.536983143,8.676833443,8.636604628,8.706307367
b2459,TI83333S002377,CDS,putative cobalamin adenosyltransferase in ethanolamine utilization,go_process: amine catabolism [goid 0009310],"Escherichia coli K12, complete genome.",NC_000913,2571524-2572327,b2459,8.703778905,8.529843464,8.556749981,8.63089738,8.558788698,8.619926444
b2460,TI83333S002378,CDS,putative regulator of ethanolamine utilization,go_process: amine catabolism [goid 0009310],"Escherichia coli K12, complete genome.",NC_000913,2572324-2573025,b2460,10.8425733,10.72497753,10.65670591,10.76885422,10.67540613,10.82359899
b2461,TI83333S002379,CDS,putative ethanolamine utilization protein,go_process: amine catabolism [goid 0009310],"Escherichia coli K12, complete genome.",NC_000913,2573000-2573479,b2461,9.454142679,9.382087861,9.361228441,9.385950415,9.458839853,9.519507623
b2462,TI83333S002380,CDS,"putative carboxysome structural protein, ethanol utilization",EcoGene suggests alternate start codon; go_process: amine catabolism [goid 0009310],"Escherichia coli K12, complete genome.",NC_000913,2573492-2573899,b2462,8.865421277,8.783419679,8.729059138,8.739016313,8.811594961,8.87767795
b2463,TI83333S002381,CDS,phosphate acetyltransferase,Catalyses the synthesis of acetylphosphate from acetyl-CoA and inorganic phosphate,"Escherichia coli K12, complete genome.",NC_000913,2574120-2576399,b2463,13.439711,13.4821361,13.4933247,13.46437989,13.39321004,13.36364669
b2464,TI83333S002382,CDS,transaldolase,"Maintains the balance of metabolites in the pentose-phosphate pathway; go_process: pentose-phosphate shunt, non-oxidative branch [goid 0009052]","Escherichia coli K12, complete genome.",NC_000913,2576688-2577638,b2464,13.97692632,13.94346024,14.08215845,14.21866216,13.89106448,13.92268037
b2465,TI83333S002383,CDS,transketolase,"catalyzes the formation of ribose 5-phosphate and xylulose 5-phosphate from sedoheptulose 7-phosphate and glyxeraldehyde 3-phosphate; go_process: carbohydrate catabolism [goid 0016052]; go_process: pentose-phosphate shunt, non-oxidative branch [goid 0009052]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,2577658-2579661,b2465,13.58018598,13.62588601,13.75390183,13.72940843,13.57765944,13.5380283
b2466,TI83333S002384,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2579756-2580799,b2466,10.61608542,10.48792622,10.50880899,10.69651372,10.6312969,10.78113787
b2467,TI83333S002385,CDS,"conserved protein, MutT-like",,"Escherichia coli K12, complete genome.",NC_000913,2580925-2581500,b2467,12.70522514,12.44390177,12.59441478,12.48712607,12.51770739,12.51217044
b2468,TI83333S002386,CDS,"putative oxidoreductase, Fe-S subunit (anaerobically expressed gene)",,"Escherichia coli K12, complete genome.",NC_000913,2581568-2583547,b2468,10.04365187,9.937198394,10.09860393,10.14427624,9.911201976,10.09451893
b2469,TI83333S002387,CDS,"sensor for nitrate reductase system, protein histidine kinase (acts on NarP and narL)","sensory histidine kinase in two-component regulatory system with NarP (NarL), regulates anaerobic respiratory gene expression, senses nitrate/nitrite; go_component: inner membrane [goid 0019866]; go_process: anaerobic respiration [goid 0009061]; go_process: protein modification [goid 0006464]","Escherichia coli K12, complete genome.",NC_000913,2583753-2585453,b2469,10.16912813,9.923312451,10.24083149,10.16366115,9.910233958,9.924645396
b2470,TI83333S002388,CDS,aminoglycoside efflux pump,aminoglycoside/multidrug efflux pump (RND family); go_component: inner membrane [goid 0019866]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,2585617-2588730,b2470,9.620263799,9.66722085,9.538586469,9.700170187,9.742250835,9.749325626
b2471,TI83333S002389,CDS,conserved thioredoxin-like protein,,"Escherichia coli K12, complete genome.",NC_000913,2589269-2589625,b2471,12.30515362,12.09836377,12.21043606,12.05867762,12.03874884,12.0716053
b2472,TI83333S002390,CDS,succinyl-diaminopimelate desuccinylase,"catalyzes the formation of LL-2,6-diaminoheptanedioate and succinate from N-succinyl-LL-2,6-diaminoheptanedioate; go_process: lysine biosynthesis via diaminopimelate [goid 0009089]","Escherichia coli K12, complete genome.",NC_000913,2589629-2590756,b2472,12.53740615,12.44054836,12.42899637,12.42984933,12.47118718,12.46980569
b2473,TI83333S002391,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2591094-2591816,b2473,11.28710511,11.12424352,11.28630158,11.15445669,11.10753399,11.14878354
b2474,TI83333S002392,CDS,putative acyl-CoA N-acyltransferase,,"Escherichia coli K12, complete genome.",NC_000913,2591866-2593881,b2474,11.94357334,11.96993509,11.77522936,11.65230441,12.1061156,12.11858557
b2475,TI83333S002393,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2593896-2594759,b2475,12.92526642,12.92597574,12.90026049,12.80795772,13.05965234,12.99243921
b2476,TI83333S002394,CDS,phosphoribosylaminoimidazole-succinocarboxamidesynthase,catalyzes the formation of (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4- carboxamido)succinate from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate and L-aspartate in purine biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: purine nucleotide biosynthesis [goid 0006164],"Escherichia coli K12, complete genome.",NC_000913,2594927-2595640,b2476,14.64707679,15.09906418,14.27434755,14.31559924,15.27350491,15.05051349
b2477,TI83333S002395,CDS,lipoprotein-34,EcoGene suggests alternate start codon; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2595853-2596890,b2477,14.00054953,13.99512528,13.98564874,13.88440882,13.99708118,13.96853424
b2478,TI83333S002396,CDS,dihydrodipicolinate synthase,catalyzes the formation of dihydrodipicolinate from L-aspartate 4-semialdehyde and pyruvate in lysine and diaminopimelate biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: lysine biosynthesis via diaminopimelate [goid 0009089],"Escherichia coli K12, complete genome.",NC_000913,2596904-2597782,b2478,15.44313177,15.24424302,15.41491847,15.41308169,15.35562733,15.29672819
b2479,TI83333S002397,CDS,transcriptional regulation of gcv operon,EcoGene suggests alternate start codon; transcriptional repressor for cleavage of glycine; go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: amino acid catabolism [goid 0009063]; go_process: 10-formyltetrahydrofolate biosynthesis [goid 0009257]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2597862-2598500,b2479,13.97468723,13.99449022,14.14163335,13.90696655,13.90170659,13.78979341
b2480,TI83333S002398,CDS,bacterioferritin comigratory protein,thiol peroxidase; thioredoxin-dependent hydroperoxide peroxidase; antioxidant protein; go_component: cytoplasm [goid 0005737]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,2598500-2598970,b2480,14.22153171,14.24213707,14.16860282,13.84861691,14.47269624,14.06963106
b2481,TI83333S002399,CDS,hydrogenase 4 Fe-S subunit,"EcoGene suggests alternate start codon; putative hydrogenase 4, Fe-S subunit; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,2599184-2599840,b2481,8.796719303,8.66748373,8.673809889,8.751135075,8.701718941,8.738153913
b2482,TI83333S002400,CDS,NADH dehydrogenase subunit N,Catalyzes the transfer of electrons from NADH to ubiquinone; go_component: inner membrane [goid 0019866]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2599840-2601858,b2482,8.700597425,8.67278695,8.685780454,8.724664017,8.689800855,8.784238374
b2483,TI83333S002401,CDS,hydrogenase 4 membrane subunit,"EcoGene suggests alternate start codon; hydrogenase 4, C (membrane) subunit; go_component: inner membrane [goid 0019866]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,2601848-2602816,b2483,7.249436747,7.136143814,7.099260974,7.266593236,7.19126473,7.248147064
b2484,TI83333S002402,CDS,hydrogenase 4 membrane subunit,go_component: inner membrane [goid 0019866]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2602833-2604272,b2484,8.756947151,8.605339741,8.608097769,8.644698805,8.733098269,8.818227016
b2485,TI83333S002403,CDS,hydrogenase 4 membrane subunit,"hydrogenase 4, E (membrane) subunit; go_component: inner membrane [goid 0019866]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,2604284-2604934,b2485,7.248602328,7.17275118,7.169650674,7.236622687,7.226714809,7.249663076
b2486,TI83333S002404,CDS,NADH dehydrogenase subunit N,Catalyzes the transfer of electrons from NADH to ubiquinone; go_component: inner membrane [goid 0019866]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2604939-2606519,b2486,7.803743546,7.674922495,7.711259795,7.650089758,7.763370585,7.773825519
b2487,TI83333S002405,CDS,hydrogenase 4 subunit,go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2606509-2608176,b2487,10.87330565,10.68947246,10.80068241,10.80833177,10.70069917,10.76421954
b2488,TI83333S002406,CDS,hydrogenase 4 Fe-S subunit,go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2608186-2608731,b2488,9.864244137,9.759257923,9.646356073,9.804828589,9.776269882,9.950209756
b2489,TI83333S002407,CDS,hydrogenase 4 Fe-S subunit,"hydrogenase 4, Fe-S subunit; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,2608728-2609486,b2489,8.208958107,8.136465045,8.095467821,8.05442538,8.226291677,8.279608673
b2490,TI83333S002408,CDS,putative protein processing element for hydrogenase 4,EcoGene suggests alternate start codon; putative protein processing element; hydrogenase 4 component J; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,2609416-2609892,b2490,9.41613231,9.261876025,9.258193717,9.419733091,9.344442775,9.419539287
b2491,TI83333S002409,CDS,"putative 2-component regulator, interaction with sigma 54","EcoGene suggests alternate start codon; transcriptional activator for expression of hydrogenase 4 genes, interacts with sigma 54 (EBP family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: anaerobic respiration [goid 0009061]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,2609943-2611934,b2491,7.81611711,7.730535716,7.754929669,7.749465908,7.840806349,7.893037394
b2492,TI83333S002410,CDS,probable formate transporter (formate channel 2),putative formate transport protein (formate channel 2) (FNT family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2611956-2612804,b2492,7.892790252,7.845778707,8.069378878,8.026482846,7.927825284,7.988987018
b2493,TI83333S002411,CDS,putative permease,putative permease (PerM family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2612842-2613903,b2493,11.7235359,11.46518903,11.62371884,11.52653302,11.50305473,11.5447459
b2494,TI83333S002412,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2614116-2615579,b2494,12.10786352,12.07641346,12.23321488,12.3787418,12.03150203,12.05918169
b2495,TI83333S002413,CDS,putative arsenate reductase,putative oxidoreductase; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,2615600-2615959,b2495,12.40041516,12.50196547,12.2946135,12.43616067,12.52654012,12.38457559
b2496,TI83333S002414,CDS,DNA replication initiation factor,"controls initiation of DNA replication by inhibiting re-initiation of replication, promotes hydrolysis of DnaA-bound ATP; go_process: DNA dependent DNA replication [goid 0006261]","Escherichia coli K12, complete genome.",NC_000913,2616097-2616843,b2496,11.84105333,11.93919284,11.83584429,11.71517809,12.03580097,11.94377387
b2497,TI83333S002415,CDS,uracil transport,"uracil transport protein (NCS2 family); go_component: inner membrane [goid 0019866]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,2616893-2618182,b2497,11.98899464,12.29394222,12.08826175,11.9580907,12.36000869,12.43982632
b2498,TI83333S002416,CDS,uracil phosphoribosyltransferase,"catalyzes the formation of uracil and 5-phospho-alpha-D-ribosy 1-diphosphate from UMP and diphosphate; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,2618268-2618921,b2498,14.6891093,14.7427836,14.6899112,14.65180877,14.9594452,14.92128158
b2499,TI83333S002417,CDS,phosphoribosylaminoimidazole synthetase,catalyzes the formation of 1-(5-phosphoribosyl)-5-aminoimidazole from 2-(formamido)-N1-(5-phosphoribosyl)acetamidine and ATP in purine biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: purine nucleotide biosynthesis [goid 0006164],"Escherichia coli K12, complete genome.",NC_000913,2619219-2620256,b2499,13.02282479,14.21571375,12.38034443,12.47900594,14.53862646,14.33206524
b2500,TI83333S002418,CDS,phosphoribosylglycinamide formyltransferase,"Catalyzes two reactions: the first one is the production of beta-formyl glycinamide ribonucleotide (GAR) from formate, ATP and beta GAR; the second, a side reaction, is the production of acetyl phosphate and ADP from acetate and ATP; go_component: cytoplasm [goid 0005737]; go_process: purine nucleotide biosynthesis [goid 0006164]","Escherichia coli K12, complete genome.",NC_000913,2620256-2620894,b2500,13.05544943,13.86217827,12.58523145,12.64525587,14.1520398,14.04040862
b2501,TI83333S002419,CDS,polyphosphate kinase,catalyzes the reversible transfer of the terminal phosphate of ATP to form a long chain polyphosphate; go_process: phosphorus metabolism [goid 0006793],"Escherichia coli K12, complete genome.",NC_000913,2621066-2623132,b2501,12.09470608,12.12331273,12.11048574,12.27240801,11.98711319,12.08022754
b2502,TI83333S002420,CDS,exopolyphosphatase,go_process: phosphorus metabolism [goid 0006793],"Escherichia coli K12, complete genome.",NC_000913,2623137-2624678,b2502,12.20951281,12.26920019,11.99620244,11.97035739,12.40446948,12.3189421
b2503,TI83333S002421,CDS,putative cytochrome C-type biogenesis protein,putative oxidative protein,"Escherichia coli K12, complete genome.",NC_000913,2624717-2626960,b2503,7.99018055,7.840130009,8.064021663,7.994554075,7.847438227,7.868535042
b2504,TI83333S002422,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,2627312-2627503,b2504,13.50862371,13.4979259,13.69882542,13.57179539,13.49380947,13.30839303
b2505,TI83333S002423,CDS,putative outer membrane lipoprotein,go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,2627814-2628332,b2505,7.702833642,7.511169266,7.468344568,7.537594686,7.637138257,7.603419205
b2506,TI83333S002424,CDS,hypothetical protein,go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2628348-2628887,b2506,6.792084104,6.690094321,6.820284562,6.662976277,6.64092992,6.645460102
b2507,TI83333S002425,CDS,bifunctional GMP synthase/glutamine amidotransferase protein,"contains glutamine-hydrolyzing domain and glutamine amidotransferase; GMP-binding domain; functions to produce GMP from XMP in the IMP pathway; go_component: cytoplasm [goid 0005737]; go_process: purine nucleotide biosynthesis [goid 0006164]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,2628980-2630557,b2507,14.86308148,15.00550947,14.88690975,14.85312352,15.14944467,15.16506245
b2508,TI83333S002426,CDS,inositol-5-monophosphate dehydrogenase,"go_component: cytoplasm [goid 0005737]; go_process: purine nucleotide biosynthesis [goid 0006164]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,2630626-2632092,b2508,14.4066312,14.84006102,14.47756116,14.52509182,14.82442597,14.93652677
b2509,TI83333S002427,CDS,exodeoxyribonuclease VII large subunit,Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides; go_process: DNA catabolism [goid 0006308]; go_process: DNA catabolism [goid 0006308],"Escherichia coli K12, complete genome.",NC_000913,2632254-2633624,b2509,12.18406984,12.12464307,11.98802771,11.90380461,12.17714403,12.05347481
b2510,TI83333S002428,CDS,putative cytochrome,EcoGene suggests alternate start codon; go_process: biotin carboxyl carrier protein biosynthesis [goid 0042966],"Escherichia coli K12, complete genome.",NC_000913,2633621-2633872,b2510,10.5499812,10.57085995,10.45455305,10.35892211,10.6183808,10.62720506
b2511,TI83333S002429,CDS,GTP-binding protein EngA,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2633906-2635417,b2511,12.19006304,12.35159388,12.1075574,12.11246634,12.41549563,12.43407406
b2512,TI83333S002430,CDS,putative dehydrogenase,putative serine/threonine protein kinase; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2635496-2636674,b2512,13.32369154,13.50937421,13.18147451,13.25057814,13.66610537,13.59845253
b2513,TI83333S002431,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2636685-2637305,b2513,13.97963603,14.28534321,13.85183061,13.83751272,14.3836455,14.42620242
b2514,TI83333S002432,CDS,histidyl-tRNA synthetase,"Catalyzes a two-step reaction, first charging a histidine molecule by linking its carboxyl group to the alpha-phosphate of ATP, followed by transfer of the aminoacyl-adenylate to its tRNA; go_component: cytoplasm [goid 0005737]; go_process: amino acid activation [goid 0006418]","Escherichia coli K12, complete genome.",NC_000913,2637323-2638597,b2514,14.1940004,14.34275474,14.09172537,14.12316401,14.43590763,14.39575772
b2515,TI83333S002433,CDS,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,"catalyzes the conversion of 2C-methyl-D-erythritol 2,4-clclodiphosphate into 4-hydroxy-3-methyl-2-en-1-yl diphosphate","Escherichia coli K12, complete genome.",NC_000913,2638708-2639826,b2515,13.69824584,13.72744125,13.77983122,13.74730223,13.68436366,13.68233126
b2516,TI83333S002434,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2639853-2640866,b2516,12.95062577,13.16619955,13.10861713,13.23196493,13.14047322,13.22615549
b2517,TI83333S002435,CDS,putative pyruvate formate lyase activating enzyme 2,,"Escherichia coli K12, complete genome.",NC_000913,2641151-2642305,b2517,12.06532408,12.41256088,12.02244892,11.968109,12.66995775,12.53308035
b2518,TI83333S002436,CDS,nucleoside diphosphate kinase,"catalyzes the formation of nucleoside triphosphate from ATP and nucleoside diphosphate; go_component: periplasmic space [goid 0042597]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]; go_process: purine ribonucleotide biosynthesis [goid 0009152]","Escherichia coli K12, complete genome.",NC_000913,2642455-2642886,b2518,13.2294246,13.98245569,12.65054366,12.34502787,14.37100473,13.96109936
b2519,TI83333S002437,CDS,penicillin binding protein 1C (PBP 1C),transglycosylase of penicillin-binding protein 1c; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,2643035-2645347,b2519,9.762707045,9.986850483,9.592392791,9.641400323,10.04094028,10.08504264
b2520,TI83333S002438,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2645348-2650309,b2520,11.74102772,11.73736798,11.86426007,11.88317527,11.66579451,11.70891893
b2521,TI83333S002439,CDS,3-mercaptopyruvate sulfurtransferase,EcoGene suggests alternate start codon; putative thiosulfate sulfurtransferase; go_process: sulfur metabolism [goid 0006790],"Escherichia coli K12, complete genome.",NC_000913,2650357-2651361,b2521,13.24186331,12.96355248,13.52961283,13.3506333,12.86868213,12.91043593
b2522,TI83333S002440,CDS,enhanced serine sensitivity,EcoGene suggests alternate start codon; enhances serine sensitivity; go_process: sulfur metabolism [goid 0006790],"Escherichia coli K12, complete genome.",NC_000913,2652179-2652964,b2522,11.9875522,11.9665729,11.92594401,11.89109012,11.96569875,11.83711904
b2523,TI83333S002441,CDS,aminopeptidase B,catalyzes the removal of an N-terminal amino acid from a peptide or arylamide,"Escherichia coli K12, complete genome.",NC_000913,2653097-2654467,b2523,12.90755485,12.96092899,13.01754168,13.00655107,12.8569332,12.86287769
b2524,TI83333S002442,CDS,putative protein believed to be involved in assembly of Fe-S clusters,go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2654558-2654758,b2524,13.51650016,13.61643258,13.38238045,13.51962003,13.51122252,13.47155878
b2525,TI83333S002443,CDS,"[2FE-2S] ferredoxin, electron carrer protein","[2FE-2S] ferredoxin, electron carrier protein, believed to be involved in assembly of Fe-S clusters; go_function: electron carrier activity [goid 0009055]","Escherichia coli K12, complete genome.",NC_000913,2654770-2655105,b2525,13.96469326,13.98061516,13.84318463,13.67763071,14.02156018,13.95469179
b2526,TI83333S002444,CDS,chaperone protein HscA,involved in the maturation of iron-sulfur cluster-containing proteins; go_component: cytoplasm [goid 0005737]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2655107-2656957,b2526,13.41729759,13.4419157,13.28867806,13.21279323,13.46301195,13.43663116
b2527,TI83333S002445,CDS,co-chaperone HscB,J-type co-chaperone that regulates the ATPase and peptide-binding activity of Hsc66 chaperone; may function in biogenesis of iron-sulfur proteins; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2656974-2657489,b2527,11.90000992,12.09159065,11.70276093,11.72781639,12.1723216,12.21028937
b2528,TI83333S002446,CDS,iron-sulfur cluster assembly protein,forms iron-sulfur clusters of ferredoxin [2FE-2S]; binds iron in the presence of the thioredoxin reductase system; forms homodimers and tetramers; similar to SufA protein; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2657585-2657908,b2528,13.68512548,13.71435232,13.56375818,13.68871311,13.71773412,13.67564197
b2529,TI83333S002447,CDS,involved in Fe-S biosynthesis,putative Fe-S assembly protein; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,2657925-2658311,b2529,14.16051352,14.17043863,14.1054767,14.10918659,14.20115656,14.20243428
b2530,TI83333S002448,CDS,cysteine desulfurase,catalyzes the removal of sulfur from cysteine to form alanine; go_process: RNA modification [goid 0009451],"Escherichia coli K12, complete genome.",NC_000913,2658339-2659553,b2530,13.29349523,13.44932406,13.25666307,13.4113995,13.47480025,13.53344778
b2531,TI83333S002449,CDS,Fe-S cluster-containing transcription factor,transcriptional repressor of iscRSUA operon; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,2659665-2660153,b2531,12.192681,12.25978704,12.10438096,12.16739392,12.50081743,12.47062615
b2532,TI83333S002450,CDS,hypothetical tRNA/rRNA methyltransferase,putative methyl transferase in Fe-S cluster assembly,"Escherichia coli K12, complete genome.",NC_000913,2660605-2661345,b2532,13.83449269,13.80023598,13.75925248,13.68554646,13.87490837,13.94306913
b2533,TI83333S002451,CDS,inositol monophosphatase,inositol-1-monophosphatase; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2661464-2662267,b2533,11.87713469,12.11907152,11.85139324,11.70532774,12.79724995,12.37883017
b2534,TI83333S002452,CDS,putative enzyme (3.4.-),putative methylase or hydrolase,"Escherichia coli K12, complete genome.",NC_000913,2662385-2663266,b2534,7.289652797,7.284694801,7.256127648,7.259655498,7.438529594,7.463740988
b2535,TI83333S002453,CDS,stationary phase inducible protein,EcoGene suggests alternate start codon; stationary phase-inducible protein,"Escherichia coli K12, complete genome.",NC_000913,2663436-2664737,b2535,10.37653112,10.39097452,11.23202352,10.9562431,10.26741709,10.07908151
b2536,TI83333S002454,CDS,MFS (major facilitator superfamily) transporter,putative 3-phenylpropionic acid transport protein (MFS family); go_component: inner membrane [goid 0019866]; go_process: 3-phenylpropionic acid transport [goid 0042889],"Escherichia coli K12, complete genome.",NC_000913,2664729-2665868,b2536,9.821198852,9.985861038,9.727129934,9.797061853,10.23599392,10.24388252
b2537,TI83333S002455,CDS,bifunctional: transcriptional activator of hca cluster (LysR family) (N-terminal); putative oxidoreductase (C-terminal),transcriptional activator of hca cluster; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: carbohydrate catabolism [goid 0016052]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2666028-2666918,b2537,10.90842354,11.46261586,10.47107418,10.46378387,11.86725834,11.57612191
b2538,TI83333S002456,CDS,"3-phenylpropionate dioxygenase, alpha subunit",go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2667054-2668415,b2538,10.78359873,10.70253438,10.6606667,10.73530005,10.75122622,10.71753489
b2539,TI83333S002457,CDS,"3-phenylpropionate dioxygenase, beta subunit",small terminal subunit of phenylpropionate dioxygenase; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2668412-2668930,b2539,9.735023159,9.712174586,9.76532246,9.734454108,9.815145992,9.739330075
b2540,TI83333S002458,CDS,ferredoxin subunit of phenylpropionate dioxygenase,"phenylpropionate dioxygenase, ferredoxin subunit; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2668930-2669250,b2540,10.00164167,10.06828882,9.962278818,10.07222311,10.09233315,10.20282108
b2541,TI83333S002459,CDS,"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase","Converts cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol (PP-dihydrodiol) into 3-(2,3-dihydroxylphenyl)propionate; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2669247-2670059,b2541,9.249172735,9.237149627,9.174353066,9.141301572,9.317137349,9.337103967
b2542,TI83333S002460,CDS,ferredoxin reductase subunit of phenylpropionate dioxygenase,"phenylpropionate dioxygenase, ferredoxin reductase subunit; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2670069-2671271,b2542,9.491840365,9.43702397,9.479565801,9.447242993,9.46562836,9.525526766
b2543,TI83333S002461,CDS,putative transmembrane protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2671296-2671790,b2543,12.36032022,12.21152287,12.41852803,12.24889229,12.15816598,12.16828824
b2544,TI83333S002462,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2671838-2672710,b2544,10.53566431,10.42308733,10.46039863,10.5684562,10.43507618,10.52013139
