gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_amox_1,WT_amox_2,WT_amox_3,512_amox_1,512_amox_2,512_amox_3
b2684,TI83333S002594,CDS,regulator of plasmid mcrB operon (microcin B17 synthesis),transcriptional repressor of multidrug resistance pump (MarR family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,2808792-2809322,b2684,13.82549478,13.89234275,13.70229856,13.56941126,13.55142585,13.39988003
b2685,TI83333S002595,CDS,multidrug resistance secretion protein,go_component: inner membrane [goid 0019866]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,2809449-2810621,b2685,11.47864034,11.85981142,11.86720305,11.52431323,11.59339862,11.31149873
b2686,TI83333S002596,CDS,multidrug resistance; probably membrane translocase,multidrug transport protein (MFS family); go_component: inner membrane [goid 0019866]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,2810638-2812176,b2686,11.10759326,11.28693459,11.39184677,11.27189363,11.36350818,11.31436819
b2687,TI83333S002597,CDS,S-ribosylhomocysteinase,catalyzes the hydrolyses of S-ribosylhomocysteine to homocysteine and autoinducer-2,"Escherichia coli K12, complete genome.",NC_000913,2812240-2812755,b2687,14.77124582,14.35841628,14.22987028,14.68309615,14.59801885,14.57384566
b2688,TI83333S002598,CDS,glutamate--cysteine ligase,Involved in the first step of glutathione biosynthesis; go_process: glutathione biosynthesis [goid 0006750],"Escherichia coli K12, complete genome.",NC_000913,2812905-2814461,b2688,13.03233994,13.07973888,13.0921623,13.12672753,13.21826159,13.14569801
b2689,TI83333S002599,CDS,putative integral membrane protein,,"Escherichia coli K12, complete genome.",NC_000913,2814534-2814962,b2689,13.69805871,13.60499658,13.6605716,13.70928153,13.71689295,13.84530784
b2690,TI83333S002600,CDS,putative phosphatase,"putative phosphoglucomutase, contains a phophatase-like domain","Escherichia coli K12, complete genome.",NC_000913,2814959-2815525,b2690,13.00165118,12.93510656,13.00357082,13.25646088,13.18895368,13.23987983
b2696,TI83333S002601,CDS,carbon storage regulator,affects carbohydrate metabolism; has regulatory role in many processes; go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]; go_process: glycolysis [goid 0006096]; go_process: gluconeogenesis [goid 0006094]; go_process: RNA catabolism [goid 0006401]; go_process: translational attenuation [goid 0009386]; go_process: taxis [goid 0042330],"Escherichia coli K12, complete genome.",NC_000913,2816983-2817168,b2696,15.72640952,15.68745622,15.59533127,16.0071,15.89547035,15.92732908
b2697,TI83333S002602,CDS,alanyl-tRNA synthetase,"Catalyzes a two-step reaction, first charging an alanine molecule by linking its carboxyl group to the alpha-phosphate of ATP, followed by transfer of the aminoacyl-adenylate to its tRNA; go_component: cytoplasm [goid 0005737]; go_process: amino acid activation [goid 0006418]","Escherichia coli K12, complete genome.",NC_000913,2817403-2820033,b2697,14.42663478,14.67200324,14.82417765,14.55050927,14.52833291,14.38951536
b2698,TI83333S002603,CDS,RecA regulator RecX,binds RecA and inhibits RecA-mediated DNA strand exchange and ATP hydrolysis and coprotease activities,"Escherichia coli K12, complete genome.",NC_000913,2820161-2820661,b2698,12.24731883,11.93116164,11.88432614,10.44761728,10.51927929,10.58691614
b2699,TI83333S002604,CDS,recombinase A,"catalyzes the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs; go_component: cytoplasm [goid 0005737]; go_function: peptidase activity [goid 0008233]; go_process: DNA recombination [goid 0006310]; go_process: DNA repair [goid 0006281]; go_process: proteolysis and peptidolysis [goid 0006508]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,2820730-2821791,b2699,16.89973602,16.73863991,16.55677192,15.07878577,15.13442008,15.13844482
b2700,TI83333S002605,CDS,competence damage-inducible protein A,,"Escherichia coli K12, complete genome.",NC_000913,2821871-2822368,b2700,12.07466689,12.38180195,12.31687658,12.01354875,11.96180014,11.91902731
b2701,TI83333S002606,CDS,membrane-bound lytic murein transglycosylase B,go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,2822513-2823598,b2701,11.07621733,11.58304757,11.3663001,10.63187737,10.46142419,10.4168749
b2702,TI83333S002607,CDS,"PTS family enzyme IIC, glucitol/sorbitol-specific","PTS system, glucitol/sorbitol-specific IIC component, one of two; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2823854-2824417,b2702,10.00197514,9.65711067,9.615553999,9.355082594,9.611981052,9.604493968
b2703,TI83333S002608,CDS,"PTS family enzyme IIBC, glucitol/sorbitol-specific","PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2824414-2825373,b2703,9.882884223,9.684493088,9.709413162,9.533280699,9.657214276,9.787501973
b2704,TI83333S002609,CDS,"PTS family enzyme IIA, glucitol/sorbitol-specific","PTS system, glucitol/sorbitol-specific enzyme IIA component; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2825384-2825755,b2704,9.51524485,9.684027301,9.576697144,8.710471695,8.794032566,8.90204688
b2705,TI83333S002610,CDS,sorbitol-6-phosphate 2-dehydrogenase,Converts D-sorbitol-dphosphate to D-fructose-6-phosphate; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2825759-2826538,b2705,10.63529478,10.59624903,10.5301712,10.35344709,10.3448417,10.40347143
b2706,TI83333S002611,CDS,glucitol operon activator,transcriptional activator for glucitol utilization; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2826643-2827002,b2706,7.703965367,7.816869534,7.751229516,7.568304058,7.589974999,7.577793081
b2707,TI83333S002612,CDS,"regulator for gut (srl), glucitol operon","transcriptional repressor for glucitol utilization (DeoR family); go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]; go_process: transcription [goid 0006350]; go_process: regulation of transcription, DNA-dependent [goid 0006355]","Escherichia coli K12, complete genome.",NC_000913,2827069-2827842,b2707,11.86477746,11.21113756,11.30485007,12.22040406,12.24857556,12.3374298
b2708,TI83333S002613,CDS,putative polysialic acid capsule expression protein,EcoGene suggests alternate start codon; go_component: capsule (sensu Bacteria) [goid 0030113],"Escherichia coli K12, complete genome.",NC_000913,2827874-2828800,b2708,11.3876483,11.10834579,11.18529027,11.78677786,11.88161205,11.92289124
b2709,TI83333S002614,CDS,anaerobic nitric oxide reductase transcription regulator,Required for the expression of anaerobic nitric oxide (NO) reductase; acts as a transcriptional activator for the norVW operon; go_function: transcriptional activator activity [goid 0016563]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2828797-2830386,b2709,11.31661971,11.28802831,11.29116515,11.62985074,11.59707262,11.67186971
b2710,TI83333S002615,CDS,anaerobic nitric oxide reductase flavorubredoxin,detoxifies nitric oxide using NADH; go_function: electron carrier activity [goid 0009055],"Escherichia coli K12, complete genome.",NC_000913,2830498-2831937,b2710,8.417630008,8.406042957,8.39667933,8.166873562,8.392640413,8.259436457
b2711,TI83333S002616,CDS,nitric oxide reductase,catalyzes the reduction of tne rubredoxin moiety of nitric oxide reductase,"Escherichia coli K12, complete genome.",NC_000913,2831934-2833067,b2711,11.24332903,11.2451605,11.35550608,11.44039869,11.64364457,11.52805099
b2712,TI83333S002617,CDS,hydrogenase maturation protein,transcriptional regulatory protein; go_component: cytoplasm [goid 0005737]; go_process: anaerobic respiration [goid 0009061]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2833195-2835447,b2712,11.02836094,10.37784263,10.57934119,11.44590123,11.36010799,11.52144822
b2713,TI83333S002618,CDS,"electron transport protein (formate to hydrogen), Fe-S center","involved in electron transport from formate to hydrogen, Fe-S centers; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,2835600-2836127,b2713,10.97937682,10.90034752,10.90055175,11.1693577,11.31607004,11.29149388
b2714,TI83333S002619,CDS,ascBF operon repressor,transcriptional repressor of carbon metabolism (GalR/LacI family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: carbohydrate catabolism [goid 0016052]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2836276-2837289,b2714,12.4334319,12.07688677,12.10119177,12.86630598,12.6044445,12.70587284
b2715,TI83333S002620,CDS,"PTS family enzyme IIBC component, cellobiose/salicin/arbutin-specific","PTS system enzyme II ABC (asc), cryptic, transports specific beta-glucosides; go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2837546-2839003,b2715,10.80845925,10.81182521,10.88727537,11.05109085,11.09748659,11.04910546
b2716,TI83333S002621,CDS,6-phospho-beta-glucosidase; cryptic,go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2839012-2840436,b2716,10.03420948,9.932599035,10.00994062,10.12998597,10.16494822,10.2040522
b2717,TI83333S002622,CDS,protease involved in processing C-terminal end of HycE,protease involved in processing C-terminal end of the large subunit of hydrogenase 3; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2840595-2841065,b2717,10.28244582,9.656954761,9.47284291,10.44690526,10.2184672,10.37560481
b2718,TI83333S002623,CDS,processing of HycE (part of the FHL complex),processing of large subunit (HycE) of hydrogenase 3 (part of the FHL complex); go_process: fermentation [goid 0006113],"Escherichia coli K12, complete genome.",NC_000913,2841058-2841468,b2718,10.22423409,10.0091095,10.08552124,10.42519773,10.47857717,10.47154352
b2719,TI83333S002624,CDS,hydrogenase activity,subunit of hydrogenase 3 and formate hydrogenase complex; go_component: inner membrane [goid 0019866]; go_process: fermentation [goid 0006113]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2841465-2842232,b2719,11.84744712,11.72462561,11.83893136,11.9986135,12.21376896,12.11107864
b2720,TI83333S002625,CDS,hydrogenase 4 Fe-S subunit,go_component: inner membrane [goid 0019866]; go_process: fermentation [goid 0006113]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2842232-2842774,b2720,9.591981464,9.539253425,9.665776096,9.758597109,9.930058562,9.809763189
b2721,TI83333S002626,CDS,"hydrogenase 3, large subunit (part of FHL complex)",large subunit of hydrogenase 3 (part of FHL complex); go_component: inner membrane [goid 0019866]; go_process: fermentation [goid 0006113]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2842784-2844493,b2721,7.896667916,7.913340246,8.014470985,7.933024582,8.038119463,8.067100061
b2722,TI83333S002627,CDS,"hydrogenase 3, membrane subunit (part of FHL complex)",membrane-spanning protein of hydrogenase 3 (part of FHL complex); go_component: inner membrane [goid 0019866]; go_process: fermentation [goid 0006113],"Escherichia coli K12, complete genome.",NC_000913,2844511-2845434,b2722,10.0561723,10.05920686,10.20507178,10.22141962,10.27164161,10.37249258
b2723,TI83333S002628,CDS,NADH dehydrogenase subunit N,Catalyzes the transfer of electrons from NADH to ubiquinone; go_component: inner membrane [goid 0019866]; go_process: fermentation [goid 0006113],"Escherichia coli K12, complete genome.",NC_000913,2845437-2847263,b2723,8.753935812,8.695319025,8.806301983,8.953088289,9.035935082,9.0099086
b2724,TI83333S002629,CDS,"hydrogenase-3, Fe-S subunit (part of FHL complex)","probable small subunit of hydrogenase-3, iron-sulfur protein (part of formate hydrogenlyase (FHL) complex); go_process: fermentation [goid 0006113]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,2847260-2847871,b2724,6.882341782,6.852876582,6.889497346,6.883162946,6.961997364,6.941496304
b2725,TI83333S002630,CDS,regulatory protein for HycE (part of the FHL complex),transcriptional repression of hyc and hyp operons; go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: fermentation [goid 0006113]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2847996-2848457,b2725,6.936754652,6.896496228,6.955774998,7.085406043,7.048592906,7.117104539
b2726,TI83333S002631,CDS,hydrogenase nickel incorporation protein,plays a role in hydrogenase nickel cofactor insertion; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2848669-2849019,b2726,13.74693511,12.030881,12.45667906,14.44040908,14.43395107,14.83092696
b2727,TI83333S002632,CDS,"guanine-nucleotide binding protein, functions as nickel donor for large subunit of hydrogenase 3","hydrogenase-3 accessory protein, assembly of metallocenter; go_process: fermentation [goid 0006113]; go_process: protein folding [goid 0006457]","Escherichia coli K12, complete genome.",NC_000913,2849023-2849895,b2727,12.56307572,10.57758556,11.06197027,13.48703728,13.39093615,13.823161
b2728,TI83333S002633,CDS,hydrogenase expression/formation protein,pleiotrophic effects on 3 hydrogenase isozymes; go_process: anaerobic respiration [goid 0009061]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2849886-2850158,b2728,12.05203725,9.906448671,10.26691364,12.87566578,12.72243867,13.27579855
b2729,TI83333S002634,CDS,hydrogenase expression/formation protein,pleiotrophic effects on 3 hydrogenase isozymes; go_process: anaerobic respiration [goid 0009061]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2850158-2851279,b2729,12.24887288,11.64604346,11.74949338,12.89060121,12.93642971,13.34585994
b2730,TI83333S002635,CDS,plays structural role in maturation of all 3 hydrogenase,go_process: anaerobic respiration [goid 0009061]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2851318-2852286,b2730,11.02504669,10.70850159,10.75033435,11.36198551,11.2716711,11.748853
b2731,TI83333S002636,CDS,"formate hydrogen-lyase transcriptional activator for fdhF, hyc and hyp operons",transcriptional activator for induction of formate hydrogen-lyase (EBP family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: fermentation [goid 0006113]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2852360-2854438,b2731,10.41309538,10.08511592,10.01433113,9.579316099,9.636026741,9.8626772
b2732,TI83333S002637,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2854475-2854828,b2732,10.65780678,10.85716636,10.98189059,11.12969185,11.43370318,11.22913086
b2733,TI83333S002638,CDS,DNA mismatch repair protein,This protein performs the mismatch recognition step during the DNA repair process; go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281],"Escherichia coli K12, complete genome.",NC_000913,2855115-2857676,b2733,11.23962843,11.4793855,11.4980345,11.41409852,11.36009508,11.26581224
b2734,TI83333S002639,CDS,protein phosphatase 2,serine/threonine-specific protein phosphatase 2; go_component: cytoplasm [goid 0005737]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2857782-2858438,b2734,6.886764474,6.965137896,6.977997962,6.929400251,6.98291321,6.947323003
b2735,TI83333S002640,CDS,putative DEOR-type transcriptional regulator,putative transcriptional repressor (DeoR family); go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2858489-2859286,b2735,11.8481024,11.57137939,11.54159273,12.04730908,12.05343503,12.05957478
b2736,TI83333S002641,CDS,putative dehydrogenase,"putative dehydrogenase, NAD(P)-binding","Escherichia coli K12, complete genome.",NC_000913,2859452-2860360,b2736,11.94869819,12.02120725,12.12945466,12.22323422,12.53378387,12.29879252
b2737,TI83333S002642,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2860357-2861523,b2737,8.87058813,8.789016489,8.919764436,8.948576438,9.120052395,9.055434168
b2738,TI83333S002643,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2861615-2862253,b2738,9.753244018,9.625043746,9.780000912,9.869935925,9.885600573,9.972381109
b2739,TI83333S002644,CDS,putative epimerase/isomerase,,"Escherichia coli K12, complete genome.",NC_000913,2862258-2863034,b2739,8.575370703,8.466883202,8.549718556,8.583005087,8.659759293,8.671714914
b2740,TI83333S002645,CDS,putative transport protein,putative transport protein (GntP family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2863123-2864487,b2740,8.894436002,8.947555177,9.051790307,9.15678167,9.231008878,9.202933764
b2741,TI83333S002646,CDS,RNA polymerase sigma factor,Binds with the catalytic core of RNA polymerase to produce the holoenzyme; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350]; go_process: response to osmotic stress [goid 0006970],"Escherichia coli K12, complete genome.",NC_000913,2864581-2865573,b2741,14.86970714,14.79122219,14.70861046,15.60912097,15.34813834,15.4684325
b2742,TI83333S002647,CDS,lipoprotein,go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2865636-2866775,b2742,13.12242334,13.10002705,13.1070455,12.97247644,12.92617911,13.05204699
b2743,TI83333S002648,CDS,protein-L-isoaspartate O-methyltransferase,catalyzes the methyl esterification of L-isoaspartyl residues that are formed in damaged proteins; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2866915-2867541,b2743,13.59047766,13.47581342,13.56114377,13.46521738,13.38697945,13.500766
b2744,TI83333S002649,CDS,acid phosphatase,catalyzes the conversion of a phosphate monoester to an alcohol and a phosphate; go_process: response to stress [goid 0006950],"Escherichia coli K12, complete genome.",NC_000913,2867535-2868296,b2744,13.65641777,13.72178048,13.70144654,13.47539899,13.38306419,13.41358247
b2745,TI83333S002650,CDS,tRNA pseudouridine synthase D,catalyzes the modification of U13 in tRNA(Glu),"Escherichia coli K12, complete genome.",NC_000913,2868277-2869326,b2745,13.04594755,13.22971872,13.29794049,12.90312309,12.84411648,12.80102741
b2746,TI83333S002651,CDS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","catalyzes the conversion of 4-diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate into 2-C-methyl-D-erythritol 2,4-cyclodiphosphate; go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,2869323-2869802,b2746,12.37013913,12.80203112,12.82928483,12.16637564,12.1635682,11.98386928
b2747,TI83333S002652,CDS,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,4-diphosphocytidyl-2C-methyl-D-erythritol synthase; MEP cytidylyltransferase; MCT; catalyzes the formation of 4-diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4-phosphate; involved in isoprenoid and isopentenyl-PP biosynthesi; go_component: cytoplasm [goid 0005737],"Escherichia coli K12, complete genome.",NC_000913,2869802-2870512,b2747,11.63053634,12.34300092,12.32067473,11.39633533,11.31741359,11.23123159
b2748,TI83333S002653,CDS,cell divison protein FtsB,forms a complex with FtsL and FtsQ; colocalizes to the septal region of the dividing cell; membrane protein,"Escherichia coli K12, complete genome.",NC_000913,2870531-2870842,b2748,12.77402791,13.36220783,13.24540313,12.42355694,12.18467923,12.23331099
b2749,TI83333S002654,CDS,putative cytochrome oxidase subunit,,"Escherichia coli K12, complete genome.",NC_000913,2871036-2871359,b2749,12.9892443,13.06303746,13.04393786,12.87446576,12.71674773,13.0282309
b2750,TI83333S002655,CDS,adenylylsulfate kinase,converts ATP and adenylyl sulfate to ADP and 3'-phosphoadenylyl sulfate; in Escherichia coli this enzyme functions in cysteine biosynthesis; go_process: sulfur metabolism [goid 0006790],"Escherichia coli K12, complete genome.",NC_000913,2871409-2872014,b2750,13.81564434,13.80769075,13.8363757,14.01891652,13.97591958,14.07993578
b2751,TI83333S002656,CDS,sulfate adenylyltransferase subunit 1,may be GTPase that regulates ATP sulfurylase activity that is involved in converting ATP and sulfate to diphosphate and adenylylsulfate; in Escherichia coli this enzyme functions in cysteine biosynthesis in the first step; forms a heterodimer with CysD; pa; go_process: sulfur metabolism [goid 0006790],"Escherichia coli K12, complete genome.",NC_000913,2872014-2873441,b2751,15.49705242,15.08739602,15.19971565,15.72064044,15.68123871,15.80527024
b2752,TI83333S002657,CDS,sulfate adenylyltransferase subunit 2,with CysN catalyzes the formation of adenylylsulfate from sulfate and ATP; go_process: sulfur metabolism [goid 0006790],"Escherichia coli K12, complete genome.",NC_000913,2873443-2874351,b2752,16.38454627,16.06240973,16.24276243,16.03704103,16.08481161,15.94590558
b2753,TI83333S002658,CDS,alkaline phosphatase isozyme conversion protein; aminopeptidase,aminopeptidase in alkaline phosphatase isozyme conversion; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2874603-2875640,b2753,10.64649113,10.88106991,10.88371526,10.65569251,10.57025052,10.46423187
b2754,TI83333S002659,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2876591-2876941,b2754,11.85919705,11.9904131,11.97703865,12.20590931,12.35901512,12.2519819
b2755,TI83333S002660,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2876877-2877794,b2755,10.0560899,10.02859732,10.03417084,10.34526637,10.38846274,10.28751816
b2756,TI83333S002661,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,2877810-2878409,b2756,10.13426449,10.04373071,10.12084109,10.37708474,10.37063508,10.35917073
b2757,TI83333S002662,CDS,unknown CDS,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2878396-2879076,b2757,9.568661404,9.594623598,9.631461846,9.890935766,9.889971352,9.899781457
b2758,TI83333S002663,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2879073-2880164,b2758,6.986685195,7.030277132,7.05657339,7.049333196,7.031119408,7.005607609
b2759,TI83333S002664,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,2880177-2880659,b2759,7.38874995,7.447565411,7.503794022,7.453119939,7.46619463,7.2861772
b2760,TI83333S002665,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,2880652-2882160,b2760,6.736809244,6.754339524,6.845896857,6.676508029,6.748143835,6.704900225
b2761,TI83333S002666,CDS,putative enzyme,,"Escherichia coli K12, complete genome.",NC_000913,2882575-2885241,b2761,7.717794685,7.704039958,7.646848147,7.871371612,7.830411,7.897774174
b2762,TI83333S002667,CDS,phosphoadenosine phosphosulfate reductase,catalyzes the reduction of 3'-phosphoadenylyl sulfate into sulfite; go_process: sulfur metabolism [goid 0006790],"Escherichia coli K12, complete genome.",NC_000913,2885600-2886334,b2762,14.94503437,14.76608936,14.78804414,15.0051417,14.98829638,15.12060988
b2763,TI83333S002668,CDS,"sulfite reductase, alpha subunit","sulfite reductase, alpha subunit, NADPH-dependent hemoprotein; go_process: sulfur metabolism [goid 0006790]","Escherichia coli K12, complete genome.",NC_000913,2886409-2888121,b2763,15.13645374,14.85935451,14.97791251,15.35877352,15.29073586,15.3360643
b2764,TI83333S002669,CDS,"sulfite reductase (NADPH), flavoprotein beta subunit","sulfite reductase, beta (flavoprotein) subunit; go_process: sulfur metabolism [goid 0006790]","Escherichia coli K12, complete genome.",NC_000913,2888121-2889920,b2764,15.15190201,14.93262278,15.12093789,15.03134905,15.11430945,14.77876207
b2765,TI83333S002670,CDS,putative 6-pyruvoyl tetrahydrobiopterin synthase,putative synthase,"Escherichia coli K12, complete genome.",NC_000913,2890236-2890601,b2765,10.07269913,11.3129997,10.88190328,10.22225423,9.701993689,9.580991049
b2766,TI83333S002671,CDS,putative electron transfer flavoprotein-NAD/FAD/quinone oxidoreductase,EcoGene suggests alternate start codon; go_function: electron carrier activity [goid 0009055],"Escherichia coli K12, complete genome.",NC_000913,2890649-2891950,b2766,10.76421854,10.8837179,10.83847783,10.62080824,10.78587545,10.80187681
b2767,TI83333S002672,CDS,putative ferredoxin,EcoGene suggests alternate start codon; go_function: electron carrier activity [goid 0009055],"Escherichia coli K12, complete genome.",NC_000913,2891905-2892201,b2767,8.739273511,8.695777083,8.782360544,8.801611421,8.766204364,8.766361945
b2768,TI83333S002673,CDS,putative anti-terminator regulatory protein,,"Escherichia coli K12, complete genome.",NC_000913,2892218-2892793,b2768,7.749300721,7.754576082,7.763139412,7.870758918,7.814973326,7.81922762
b2769,TI83333S002674,CDS,"putative electron transfer flavoprotein, NAD/FAD-binding domain",EcoGene suggests alternate start codon; putative flavoprotein; go_function: electron carrier activity [goid 0009055],"Escherichia coli K12, complete genome.",NC_000913,2892941-2893834,b2769,9.296204261,9.240845035,9.34058371,9.435985594,9.609297868,9.556186638
b2770,TI83333S002675,CDS,putative electron transfer flavoprotein,EcoGene suggests alternate start codon; putative transport protein; go_function: electron carrier activity [goid 0009055],"Escherichia coli K12, complete genome.",NC_000913,2893798-2894583,b2770,10.50024482,10.47810352,10.67715693,10.72511272,10.89739216,10.84688431
b2771,TI83333S002676,CDS,putative benzoate transport protein (MFS family),EcoGene suggests alternate start codon; putative transport protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2894555-2895964,b2771,10.31269652,10.30334158,10.36949817,10.41568131,10.52734771,10.59230279
b4463,TI83333S002677,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2895986-2897440,b4463,7.716231745,7.788502273,7.700717037,7.640703244,7.877559516,7.734481645
b2774,TI83333S002678,CDS,putative deoxygluconate dehydrogenase,EcoGene suggests alternate start codon; putative oxidoreductase,"Escherichia coli K12, complete genome.",NC_000913,2897510-2898370,b2774,6.396544562,6.448750664,6.409967745,6.452037202,6.456893905,6.409403774
b2775,TI83333S002679,CDS,putative transport protein,putative transport protein (MFS family),"Escherichia coli K12, complete genome.",NC_000913,2898614-2899891,b2775,7.567290989,7.585485082,7.564788177,7.730490728,7.671914351,7.691995865
b2776,TI83333S002680,CDS,putative kinase,putative sugar kinase,"Escherichia coli K12, complete genome.",NC_000913,2899918-2901396,b2776,8.368119056,8.187992693,8.224506145,8.384258786,8.5313847,8.497085399
b2777,TI83333S002681,CDS,"putative coenzyme PQQ synthesis protein, nitrogenase iron-molybdenum domain",go_process: coenzymes and prosthetic group biosynthesis [goid 0046138],"Escherichia coli K12, complete genome.",NC_000913,2902769-2903440,b2777,12.43846378,12.62680579,12.44026224,12.01880289,11.93498884,11.86571406
b2778,TI83333S002682,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2903664-2904605,b2778,6.784914785,6.798817101,6.826116893,6.891278173,6.861336999,6.845986247
b2779,TI83333S002683,CDS,phosphopyruvate hydratase,enolase; catalyzes the formation of phosphoenolpyruvate from 2-phospho-D-glycerate in glycolysis; go_component: cytoplasm [goid 0005737]; go_process: glycolysis [goid 0006096]; go_process: anaerobic respiration [goid 0009061]; go_process: gluconeogenesis [goid 0006094],"Escherichia coli K12, complete genome.",NC_000913,2904665-2905963,b2779,16.12071132,16.06738754,16.10353427,16.23047364,16.32813757,16.43910945
b2780,TI83333S002684,CDS,CTP synthetase,"CTP synthase; catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,2906051-2907688,b2780,14.80742943,14.72359768,14.82109418,14.64127805,14.76960468,14.78455028
b2781,TI83333S002685,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2907916-2908707,b2781,11.87137132,11.91773905,11.8372805,11.65461678,11.74650269,11.73691514
